"Cardio Conditioning Workouts: More Fat Burning, Same Gym Time",Lose Fat,Brad Borland,3,"[1, 2, 3, 4, 8, 7]",Cardio,Intermediate,Male & Female,Turn your resistance training workouts into muscle building and fat blasting sessions by integrating intense progression conditioning. 3 sample workouts are provided.,,0,5,10,12
Coconut Cardio: An Early Morning Strategy to Get Super Shredded,Lose Fat,Coach Dustin Myers,7,"[5, 11]",Cardio,Intermediate,Male & Female,Need a new and effective approach to your morning cardio? Check out Coach Dustin Myers' coconut cardio and get on the fast track to a shredded six pack!,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/coconut-cardio-feature.jpg,0,5,4,13
Conquering The Giant: Giant Set Workouts For Hypertrophy & Fat Loss,Build Muscle,Mike Samuels,3,"[1, 2, 4]",Single Muscle Group,Intermediate,Male & Female,"Learn how giant sets and density training can help ignite fat loss and spark new muscle growth. Feature includes sample push, pull, leg and fat burning workouts.",,0,5,19,12
Core Strength Blueprint Workout v1.3 With Coach Myers,Increase Strength,Coach Dustin Myers,4,"[2, 4, 10, 7]",Full Body,Intermediate,Male & Female,Use this 4-week core training plan that Coach Myers designed to help develop the core strength and stability needed to master more extreme core exercises.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/core_1-3_feature.jpg,0,4.5,6,0
"Core, Strength And Fat Burn Workout",Lose Fat,Danial Kelly,6,"[1, 2, 4, 7]",Full Body,Intermediate,Male & Female,"Potent, powerful and anything but boring. This hardcore fat burning, strength and core building workout will leave you looking and feeling great.",,0,5,55,142
"Cory Gregory's ""Make Your Own Brick Soup"" Ab Workout",Build Muscle,Cory Gregory,,"[2, 7]",Single Muscle Group,Beginner,Male & Female,"Get the secret ingredients for ""Brick Soup"" with this killer 4-week program in which MusclePharm's Cory Gregory reveals what he does to build and maintain his rock-solid abs! ",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/cory_gregory_ab_workout_1_0.jpg,0,3.8,18,3
CrossFit vs Weight Training: Which Gives Better Results?,Build Muscle,Team AML,3,"[1, 2, 8]",Split,Intermediate,Male & Female,"Traditional weightlifters and cross trainers don't see eye to eye on training. However, the best approach to training isn't as black & white as you may think.",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/crossfit-feature_0.jpg,0,5,2,1
Cut Like Cutler Trainer - Cycle 1,Build Muscle,Team BPI,5,"[1, 3, 4, 6, 5]",Split,Beginner,Male & Female,Follow the workout logs for Cycle 1 of the Cut Like Cutler trainer. Week 1 is Heavy training and Week 2 is more Moderate.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/cut_like_cutler_cycle_1.jpg,0,3.8,17,8
Cut Like Cutler Trainer - Cycle 2,Build Muscle,Team BPI,5,"[1, 3, 4, 6, 5]",Split,Beginner,Male & Female,Follow the workout logs for Cycle 2 of the Cut Like Cutler trainer. Week 3 is Heavy training and Week 4 is more Moderate.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/cut_like_cutler_cycle_2.jpg,0,4.3,3,0
Cut Like Cutler Trainer - Cycle 3,Build Muscle,Team BPI,5,"[1, 3, 4, 6, 5]",Split,Beginner,Male & Female,Follow the workout logs for Cycle 3 of the Cut Like Cutler trainer. Week 5 is Heavy training and Week 6 is more Moderate.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/cut_like_cutler_cycle_3.jpg,0,4.3,3,1
Cut Like Cutler Trainer - Cycle 4,Build Muscle,Team BPI,5,"[1, 3, 4, 6, 5]",Split,Beginner,Male & Female,Follow the workout logs for Cycle 4 of the Cut Like Cutler trainer. Week 7 is Heavy training and Week 8 is more Moderate.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/cut_like_cutler_cycle_4.jpg,0,0,0,0
Cut Like Cutler Trainer - Cycle 5,Build Muscle,Team BPI,5,"[1, 3, 4, 6, 5]",Split,Beginner,Male & Female,Follow the workout logs for Cycle 5 of the Cut Like Cutler trainer. Week 9 is Heavy training and Week 10 is more Moderate.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/cut_like_cutler_cycle_5.jpg,0,5,3,0
Cut Like Cutler Trainer - Cycle 6,Build Muscle,Team BPI,5,"[1, 3, 4, 6, 5]",Split,Beginner,Male & Female,Follow the workout logs for Cycle 6 of the Cut Like Cutler trainer. Week 11 is Heavy training and Week 12 is more Moderate.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/cut_like_cutler_cycle_6.jpg,0,4,1,3
Density Giant Set Training v2.0: Stronger And Leaner,Lose Fat,John Matulevich,4,"[1, 2, 3, 4, 5]",Split,Intermediate,Male & Female,Get your body stronger and leaner with this two template updated version of the extremely popular Density Giant Set Training workout system.,,0,4.9,34,88
Density Giant Set Training: Maintain Muscle During Fat Loss ,Lose Fat,John Matulevich,3,"[1, 2, 4, 11]",Split,Intermediate,Male & Female,"The density set training system is a perfect workout for someone looking to drop fat, hold on to muscle, and train hard and heavy. Each session is brief and intense, but extremely effective!",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/shredded-man-abs-fat-loss.jpg,0,5,195,432
Density Training For Fat Loss: No Cardio Required,Lose Fat,Brad Borland,2,"[1, 2, 4, 6, 7]",Split,Beginner,Male & Female,"Looking to torch fat but tired of boring cardio sessions? Try density training. This article features intense 20, 30 and 40 minutes twice a week fat loss workout sessions.",,0,4.9,79,63
Doug's 5 Day High Definition Routine,Build Muscle,Doug Lawrenson,5,"[1, 2, 3, 4, 5]",Split,Intermediate,Male & Female,This 5 day routine is designed to retain muscle mass while stripping fat! It's a mixture of cardio and weight training.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/def800.jpg,0,4.9,960,1800
Doug's 6 Day Cutting Routine,Lose Fat,Doug Lawrenson,6,"[1, 2, 3, 4, 6, 5]",Split,Advanced,Male & Female,"This intense cutting routine hits each muscle group twice a week on a 3 days on, 1 day off schedule. Use this routine to burn fat and get ripped!",,0,4.9,599,1100
Doug's Mega Cutting Routine,Lose Fat,Doug Lawrenson,4,"[1, 2, 3, 4, 6]",Split,Intermediate,Male & Female,Doug's mega cutting workout routine is a 4 day split combining weights and cardio designed to lose fat while maintaining muscle mass.,,0,4.9,221,291
Doug's Super Shredding Routine,Lose Fat,Doug Lawrenson,5,"[1, 3, 4, 6, 5]",Split,Intermediate,Male & Female,"Super shedding routine designed for muscle definition, muscle shaping and fat loss! Hit muscles hard with this ultra slow rep timing!",,0,5,167,357
Dumbbell & Bodyweight HIIT Workout: A Real Calorie Burner,Lose Fat,Holly Blumenberg,1,"[2, 4]",Cardio,Beginner,Male & Female,"Torch through calories with this partner-based cardio workout. A series of 12 exercises are performed in a back and forth manner, adding reps with each set.",,0,5,31,4
Extreme 6 Day Barbell & Bodyweight Conditioning Workout,Increase Endurance,Max Riley,6,"[1, 2]",Split,Beginner,Male & Female,"You've found the motivation to hit the gym hard. What to do next? Try this extreme program that combines walking, muscle building and complex conditioning workouts.",,0,4.9,31,12
Fast & Furious: 21 Day Shredding Workout Cycle And Diet,Lose Fat,Ian Coleman,4,"[1, 2, 3, 4, 6, 5]",Full Body,Intermediate,Male & Female,"This 3 week fat burning cycle focuses on low-carb food choices and hardcore workouts that restrict rest between sets, finishing with intense 15 minute cardio sessions.",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/21_feature.jpg,0,4.6,94,241
Fast 21 Workout: 3 Weeks To A Lean & Shredded Physique,Build Muscle,Team BPI,6,"[9, 1, 2, 3, 4, 5, 7]",Split,Intermediate,Male & Female,"The Fast 21 Workout Program is designed to ensure maximum fat loss while gaining lean muscle, all within 3 weeks!",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/fast21-header.jpg,0,4.2,20,77
Fat Blasting Finishers: Add These to the End of Your Workout,Lose Fat,Brad Borland,3,"[2, 7]",Full Body,Beginner,Male & Female,Get one step closer to your ideal physique with these fat-blasters designed to be added onto your existing routine to help maximize fat-burning!,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/bsn_fatblaster_1.jpg,0,4.3,8,5
Full Body Dumbbell Strength Workout For Women,General Fitness,Holly Blumenberg,1,"[2, 4]",Full Body,Beginner,Female,"This dumbbell workout is a metabolic conditioning session as well as a strength workout. If you're getting bored with your current workout, give this fun routine a try.",,0,4.9,34,8
Get Ripped in 8 Weeks! HIET Fat Loss Workout & Nutrition Program,Lose Fat,Team AML,6,"[1, 2, 3, 4, 6, 10, 5]",Split,Intermediate,Male & Female,Step your game up and get shredded for summer with this 8 week workout! Combine HIET and HIIT to accelerate your results and get shredded for the beach!,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/hiet-feature1.jpg,0,3.4,11,12
Get Ripped With Supersets & Giant Sets,Lose Fat,Brad Borland,4,"[1, 2, 3, 4, 7]",Split,Beginner,Male,"This 4 day workout program from bodybuilder Brad Borland utilizes supersets, giant sets and restricted rest to shred fat. Sample 2100 calorie per day eating plan is included.",,0,4.8,13,16
Get Shredded For The New Year: 21-Day Fat Loss Workout,Lose Fat,Coach Dustin Myers,7,"[1, 3, 4, 11, 7]",Full Body,Beginner,Male & Female,"If your physique isn't where you want it to be, start your New Year off right with this intense 21-day fat loss workout from Coach Dustin Myers.",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/new-year-fat-loss.jpg,0,5,43,9
"Hugh Jackman's Workout: Strong, Lean & Powerful",Build Muscle,Luke Atchley,4,"[1, 2, 3, 4, 5, 11]",Split,Beginner,Male,Get ripped like Wolverine by applying the same underlying training principles Hugh Jackman did while working out in preparation for his role on the big screen.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/hugh_jackman_wolverine_body_workout_0.jpg,0,4.4,11,20
Intense Super Shred: 40 Minute Fat Blast Workout,Lose Fat,L.J. Walker,4,"[2, 4]",Split,Beginner,Male & Female,These fast-paced 40 minute calorie-burning sessions will help you to incinerate body fat and get shredded using a combination of interval training and muscle building exercises.,,0,4.9,53,34
Intense Superset Chest & Biceps Workout With Joe Donnelly,Build Muscle,M&S Team,1,"[9, 2, 4]",Single Muscle Group,Intermediate,Male & Female,"Looking to burn fat and build muscle, all while never stepping foot on the cardio deck? Try out Joe Donnelly's high intensity resistance training!",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/joe-donnelly-feature-image.jpg,0,4.5,4,1
Jai Courtney Workout: How Jai Got Swole for Terminator Genisys,Lose Fat,Brad Borland,4,"[2, 4, 7]",Full Body,Beginner,Male,Are you ripped enough to fight for humanity? Follow this 6 week program based on Jai Courtney's training principles to get shredded like Kyle Reese!,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/jai-courtney-workout-terminator-genisys-featured.jpg,0,4.5,6,7
Jen Jewell's Summer Countdown: Burn Fat & Build A Bikini Booty,Lose Fat,Jen Jewell,4,"[1, 2, 4, 10]",Full Body,Beginner,Female,"The time to sculpt your summer body is now! Get lean, healthy, and strong with Jen Jewell's Summer Countdown Workout that combines strength training with cardio bursts for maximum fat loss.",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/jen-jewell-summer-countdown-featured.jpg,0,3.5,8,4
Kettlebell Cardio Complex To Smoke Fat And Improve Conditioning,Lose Fat,Arnav Sarkar,1,[8],Cardio,Beginner,Male & Female,This 4 exercise kettlebell complex and circuit is performed for a total of 4 rounds. You can use this workout 1-3 times per week to burn fat or improve conditioning.,,0,4.9,15,1
Kickbox Your Way To Fit With Francisca Dennis,General Fitness,Team FitMiss,3,[7],Full Body,Beginner,Female,Mix things up a few times a week by putting on the mitts and incorporating some fun kickboxing to relieve some stress and burn a ton of calories at the same time!,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/francisca_dennis_kickboxing.jpg,0,4.3,6,0
Love Handle Workouts: 5 Routines That Torch Unwanted Fat,Lose Fat,Brad Borland,3,"[2, 4, 8]",Full Body,Beginner,Male & Female,Stuck with some extra holiday flab? Burn it off faster by tackling these intense fat burning workouts. Includes workouts for a variety of different equipment.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/love-handle-workouts.jpg,0,4.8,52,5
Muscle & Strength's 30 Day Workout Plan For Women,Build Muscle,Brad Borland,6,"[1, 2, 4, 7]",Full Body,Beginner,Female,"Looking for the best place to start working towards a leaner, solid, and stronger body? This thorough workout routine is specifically designed to get you there!",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/complete_full_body_womens_workout_routine.jpg,0,4.2,14,40
MusclePharm Combo Fat Burner Workout,Lose Fat,Cory Gregory,1,"[9, 1, 2, 4, 6, 5, 7]",Cardio,Beginner,Male & Female,This fat blasting workout from Cory Gregory and MusclePharm utilizes 4 minute blocks comprised of jumping rope and timed resistance training exercises.,,0,5,12,3
MusclePharm Squats And 1/2 Mile Run Fat Burning Workout,Lose Fat,Cory Gregory,1,"[1, 2]",Cardio,Beginner,Male & Female,This fat burning workout from MusclePharm is such to leave you drenched in sweat and gasping for air.,,0,4.8,13,6
"No Kettlebell, No Problem - Dumbbell HIIT Workout",Lose Fat,Holly Blumenberg,2,[4],Cardio,Beginner,Male & Female,"You don't need the latest craze to get in a good high intensity, fat burning workout. No kettlebell, no problem! All you need for this cardio workout is a set of dumbbells.",,0,5,23,19
Playground Workouts: Having Fun While Building the Body You Want,Lose Fat,Brad Borland,3,[2],Split,Beginner,Male & Female,Does work have you trapped indoors all day? Enjoy the sunshine by taking your training to the great outdoors with this playground workout routine!,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/playground-feature.jpg,0,5,3,1
Short on Time? Try This Tabata Workout for Fat Loss,Lose Fat,Charlotte Oldbury,3,"[2, 4]",Full Body,Beginner,Female,Is being short on time or traveling for work limiting your precious workout time? Fear no more! This Tabata Workout will burn fat in less than an hour!,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/tabata-feature.jpg,0,3.4,7,0
Shredded by Summer: 8 Weeks to Your Best Body Ever,Lose Fat,Eric Bach,3,"[9, 1, 3, 8, 11]",Split,Intermediate,Male & Female,It's time to get serious about your summer body. This 8 week workout and nutrition plan will help you get shredded for this years summer vacation.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/8-weeks-to-shred-feature.jpg,0,5,2,0
The 15 Minute Total Body Beatdown,Build Muscle,Coach Dustin Myers,1,[1],Full Body,Intermediate,Male & Female,Got 15 minutes? Then you have time to add Time Frame Training to your routine for a short but intense total body muscle building workout.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/15-minute-total-body-beatdown.jpg,0,5,2,1
The Punisher Vol. II: A Ruthless Full Body Fat Burning Workout,Build Muscle,Eric Brown,2,[8],Full Body,Intermediate,Male & Female,Do you have what it takes? Eric Brown's twist on his Punisher workout takes simple kettlebell moves and turns them into an intense total body workout.,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/the-punisher-workout.jpg,0,4.5,11,0
The Punisher: A Relentless Better Body Workout,Build Muscle,Eric Brown,1,"[2, 4, 7]",Full Body,Intermediate,Male & Female,"Eric Brown delivers a workout with a wallop. The Punisher is deceptively simple, comprised of 5 movements: walking lunges, bent-over rows, push ups, burpees and a sprint.",,0,5,44,51
The Ripped Freak Training Program,Build Muscle,Alex Savva,5,"[1, 2, 3, 4, 5]",Full Body,Intermediate,Male & Female,"Get the most out of your workout with the The Ripped Freak Training Program and 5-Minute Ripped Solution, designed to help you maximize muscle growth, increase performance, and burn fat! ",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/doing_barbell_curls_for_the_ripped_freak_program.jpg,0,4.6,9,52
The Squeeze Method For Building A Big Defined Chest,Build Muscle,M&S Team,1,"[4, 5]",Single Muscle Group,Intermediate,Male & Female,"The Muscle & Strength team travels to Columbus, OH and learns about the squeeze method from MuscleTech Athlete, Santi Aragon. Give this method a shot!",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/squeeze-method-feature.jpg,0,5,1,0
The Ultimate 20 Minute Treadmill Workout to Get Shredded,Lose Fat,Coach Dustin Myers,3,[2],Cardio,Beginner,Male & Female,Tired of those drawn-out cardio sessions that steal your pump? Try out Coach Myers' Pump & Run workout that'll help you shred without losing your pump!,https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/pump-and-run-feature.jpg,0,3.2,9,4
Total Body Beatdown: A German Volume Training Routine,Build Muscle,Coach Dustin Myers,3,"[1, 2, 3, 4, 5]",Full Body,Intermediate,Male & Female,"Whether you only have time to make it to the gym a few times during the week or you want to annihilate your entire body, we've got the workout for you!",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/gvt-feature.jpg,0,4.6,10,3
Training for the Older Athlete: Making Gains After 40,Build Muscle,Brad Borland,4,"[1, 2, 3, 4]",Split,Beginner,Male & Female,"They say Father Time is undefeated, but that doesn't mean you can't make gains all of your life. Check out these training strategies for older athletes.",https://cdn.muscleandstrength.com/sites/default/files/field/feature-image/workout/older-athlete-new-feature.jpg,0,4.5,6,0
"Your Complete Blue Print For A Leaner, More Muscular Body",Build Muscle,Brad Borland,3,"[1, 2, 4]",Split,Beginner,Male & Female,"Life getting in the way of consistent training? Brad Borland presents a flexible system that allows you to workout, 2-4 times per week depending on your schedule.",,0,4.8,38,6
